"Trait1"	"Trait2"	"Trait3"	"Trait4"	"Trait5"	"Trait6"	"Trait7"	"Trait8"	"Trait9"	"Trait10"	"Trait11"	"Trait12"	"Trait13"
0.0952	0.0927	0.2886	0.1005	2.1363	2.8311	1.5038	1.6554	2.1307	1.6825	1.9667	1.4447	1.6594
0.0966	0.3095	0.0963	0.5294	5.2534	6.3497	2.2979	4.003	2.8935	2.9804	3.3201	3.2021	4.6597
0.0986	0.0969	0.287	0.0966	2.5424	2.4353	1.6319	1.3499	2.1205	1.6439	2.9273	1.2986	2.6385
0.4899	0.3254	0.0935	0.4681	4.5759	2.2438	2.6883	4.743	1.7733	2.6931	3.0402	2.486	2.9515
0.0953	0.3333	0.0997	0.0976	5.0182	2.1085	3.0486	4.7949	1.7064	2.6059	3.0829	3.012	2.8867
0.0966	0.5714	0.5289	0.0998	4.5571	2.1084	2.6811	5.0436	1.7534	2.577	2.9127	2.8318	2.8397
0.0922	0.6299	0.6518	0.0967	3.1248	3.0084	1.891	1.9018	2.3126	1.3339	3.1204	1.1122	2.0617
0.4907	0.095	0.2554	0.0979	3.0693	2.9016	2.171	3.7485	3.0125	3.3522	3.1421	6.136	5.0068
0.5147	0.0908	0.0932	0.4568	2.9119	2.9014	2.1702	3.7484	2.8592	3.3817	2.9584	6.2006	5.0258
0.0911	0.0984	0.2688	0.0982	2.8983	2.9606	2.1774	3.3631	3.1298	3.3015	3.1069	6.5574	5.4326
0.0973	0.0959	0.2737	0.4974	3.1124	2.9474	1.8063	4.2632	2.7828	3.3281	2.8787	6.2258	4.5367
0.0929	0.2432	0.0987	0.1036	1.7326	2.4216	1.5051	1.0311	1.5856	1.4274	2.0642	1.5138	2.0573
0.0963	0.0905	0.0947	0.4794	1.8827	2.1175	1.9485	1.1171	1.6154	1.4717	2.0083	1.4745	2.3359
0.0924	0.0947	0.0906	0.5061	1.8378	2.1024	1.5204	1.2027	1.8046	1.4621	1.8144	1.9007	2.3373
0.0971	0.0892	0.0941	0.5569	1.7784	2.7165	1.8237	0.968	1.5971	1.6062	1.824	1.5699	1.8315
0.101	0.2573	0.0978	0.0966	1.8173	1.7054	1.6577	1.4148	1.1466	0.9827	3.0362	1.1433	1.4514
0.0967	0.2401	0.0881	0.0923	1.7749	1.6605	1.7441	1.5196	1.1685	1.1158	3.0876	1.165	1.2658
0.5128	0.0945	0.0915	0.0905	1.8487	1.6818	1.6521	1.4748	1.0572	1.0095	3.1893	1.265	1.4168
0.6501	0.0944	0.0889	0.0925	6.6955	5.3512	5.3703	2.6177	3.8466	2.6718	3.6295	1.911	2.2258
0.0884	0.0956	0.2561	0.0996	2.7201	2.3563	1.9629	1.3718	2.0967	1.4891	2.8602	1.7515	1.6567
0.0961	0.0947	0.0978	0.4866	2.5912	2.4275	1.779	1.1617	2.1062	1.5532	2.8393	1.6496	1.8803
0.0943	0.0942	0.0912	0.4657	2.7332	2.3553	1.9934	1.2539	2.027	1.5809	2.657	2.0447	1.5883
0.0946	0.2479	0.0954	0.0946	2.4209	2.3793	1.4978	1.353	1.9785	1.4875	2.8841	1.6164	1.7584
0.1021	0.0876	0.0927	0.4721	2.53	2.4054	1.8338	1.2417	2.046	1.5317	2.8003	2.0208	1.5693
0.0955	0.0922	0.2452	0.4487	1.914	2.7446	1.1724	1.6958	2.1718	1.3289	1.9222	1.3746	1.5321
0.4711	0.0941	0.0944	0.1013	1.6952	2.6282	1.1189	1.4574	2.0846	1.2703	1.9013	1.1712	1.4153
0.0908	0.297	0.0966	0.0934	1.8356	2.9177	1.3563	1.7195	2.0023	1.1421	2.1946	1.1576	1.5763
0.0953	0.2887	0.0943	0.0984	2.7022	3.5288	1.9816	1.5862	2.1236	2.0102	2.5556	1.897	2.1035
0.9092	0.0898	0.0975	1.2846	8.742	6.1011	4.642	4.5853	3.5916	3.8203	3.8454	5.3985	4.1214
0.0994	0.0982	0.2941	0.0996	1.8222	2.6045	1.6344	1.1019	1.6024	1.63	1.9138	1.2478	2.0464
0.0922	0.2885	0.0993	0.0939	2.1042	2.5286	2.059	1.2183	1.6044	1.5119	1.7323	1.2253	2.4921
0.0965	0.2864	0.0986	0.0932	2.0895	2.6015	2.0353	1.1055	1.614	1.5027	1.6352	1.4389	2.5724
0.0988	0.5581	0.5356	0.0996	1.983	2.6237	1.9379	1.1266	1.7029	1.5648	1.8491	1.4215	2.5993
0.7357	0.0988	0.9665	0.0982	4.4435	9.0348	9.5234	5.6937	10.5492	8.7852	6.8628	7.4714	4.1318
0.5932	0.0915	0.0924	0.548	2.3419	2.3331	1.5957	1.4473	1.985	1.6138	3.1601	1.6307	1.9711
0.0982	0.1023	0.2781	0.4689	2.5556	2.5732	1.6761	1.2258	2.108	1.5697	3.0225	1.2628	2.3587
0.098	0.482	0.5045	0.0913	2.268	2.6526	1.6416	1.3671	2.0021	1.6832	3.008	1.1735	2.3662
0.5749	0.1008	0.0956	0.0976	2.7662	2.8692	1.6576	1.8258	2.126	1.2834	2.8502	1.3756	1.8648
0.6149	0.0883	0.0965	0.0934	2.7841	3.0596	1.749	2.0802	2.1527	1.1708	2.8421	1.3999	2.0158
0.0989	0.0965	0.0952	0.5211	2.7278	2.6472	1.8898	1.2182	2.1171	1.7261	2.6657	1.5333	1.9687
0.5145	0.0944	0.0909	0.5676	2.6561	2.679	1.8801	1.2277	2.0214	1.8482	2.7253	1.6183	2.0944
0.095	0.0936	0.0889	0.5387	7.4985	4.785	4.3405	2.7808	1.7551	2.0565	2.525	3.3508	4.4828
0.0955	0.0936	0.2965	0.1022	3.4618	2.3435	3.3776	4.2569	1.7449	2.3285	4.0749	2.603	7.6122
0.0917	0.2846	0.0959	0.4357	3.365	2.4049	3.0221	4.1234	1.7282	2.181	3.9672	2.6445	7.6179
0.0947	1.3799	0.1004	0.0943	18.7429	11.8795	14.36	5.9955	6.8473	14.67	18.9792	6.9573	7.9706
0.0975	0.0963	0.265	0.4382	1.829	2.9489	1.7987	1.0305	1.4364	1.542	1.7622	1.5522	2.2243
0.0928	0.2541	0.0979	0.0954	1.944	3.2185	2.1598	0.9776	1.6722	1.5345	1.7225	1.4778	2.5189
0.4827	0.0914	0.0899	0.0932	1.9468	2.8603	2.126	0.9101	1.4737	1.4669	1.9416	1.444	2.4063
0.0962	0.0923	0.0913	0.459	2.4887	2.7832	1.7515	1.7817	2.2715	1.2801	2.9039	1.3881	1.784
0.516	0.0891	0.0939	0.0911	2.4116	2.7888	1.6866	1.7782	2.1467	1.3079	2.795	1.4185	1.7016
0.0946	0.5151	0.5328	0.482	2.7198	2.866	1.6276	1.8773	2.1098	1.2582	3.1326	1.3709	1.8383
0.1021	0.237	0.0977	0.09	2.7706	2.4719	1.9821	1.5684	2.4799	1.2899	3.276	1.3776	1.9561
0.1033	0.0844	0.086	0.4197	2.1703	3.257	1.6647	1.4587	2.8959	1.4201	3.3736	1.5413	3.1978
0.4709	0.0932	0.0865	0.0954	2.178	3.3843	1.6975	1.4908	2.9395	1.4383	3.3441	1.5125	3.3124
0.0978	0.6429	0.6473	0.0953	7.9503	7.2318	3.6231	6.6697	3.1788	3.8816	4.5254	7.4617	4.9722
0.0972	0.2763	0.0957	0.093	2.7821	4.0882	2.1512	1.5869	1.8821	1.7548	2.3046	1.8005	2.0204
0.095	0.0978	0.2928	0.0993	2.8264	3.9562	1.9476	1.5868	2.0579	1.7964	2.1295	2.1574	2.2762
0.0949	0.5639	0.5491	0.0957	2.6507	4.193	2.1303	1.708	1.9401	1.8053	2.1802	2.1681	2.1733
0.1004	0.1042	0.2972	0.0955	2.6735	4.2099	2.0888	1.9528	1.8685	1.781	2.1999	2.6824	2.1789
0.6106	0.0944	0.0888	0.102	1.3872	2.355	1.153	1.2814	1.995	1.7272	2.2576	1.6269	1.7094
0.5953	0.2444	0.0948	0.0946	1.4442	2.1623	1.4268	1.3667	2.009	1.9832	2.1492	1.7388	1.8988
0.6171	0.0918	0.0913	0.1015	1.4936	2.3505	1.4551	1.3454	2.0123	1.9057	2.3343	1.4064	2.0462
0.1003	0.0885	0.2525	0.0989	2.6125	2.8723	4.0305	1.8205	1.6857	2.1559	6.0454	2.9467	1.9349
0.1034	0.0927	0.0934	0.4164	2.6076	2.803	4.2302	1.796	1.6463	2.0533	5.9757	3.189	1.7847
0.0924	0.0919	0.0889	0.4299	2.6047	2.6779	4.1893	1.7139	1.6243	2.1033	5.9629	3.4786	1.5866
0.0989	0.0947	0.0864	0.41	2.6753	2.6784	4.1082	1.7333	1.5261	2.0117	6.1789	3.1353	1.7354
0.0974	0.0895	0.0936	0.4397	2.4732	2.6617	3.6634	1.5829	1.6731	1.9848	6.1122	2.4927	2.0473
0.4893	0.0943	0.0981	0.4288	2.4786	2.7221	3.5232	1.6707	1.6583	1.9963	6.1479	2.6919	2.0747
0.0996	0.0955	0.2383	0.0961	2.6002	2.6246	3.5888	1.699	1.6183	1.8899	6.1855	2.4484	2.1911
0.53	0.2535	0.1032	0.0966	2.8257	2.5894	4.5811	1.8118	1.587	2.1377	5.9976	3.6973	1.7904
0.0959	0.0917	0.0889	0.4295	2.4658	2.5788	3.8312	1.6231	1.6496	2.0318	6.0954	2.7974	1.8902
0.4994	0.09	0.0895	0.0923	2.5404	2.9059	4.0477	2.0107	1.7524	2.1589	5.6135	3.1433	1.9789
0.0942	0.095	0.2469	0.0956	2.7821	2.4615	4.1424	1.6238	1.636	2.0564	6.1122	3.291	1.659
0.4928	0.0865	0.0889	0.0945	2.6224	2.5499	3.6901	1.4928	1.5176	1.7814	6.3981	2.6955	2.0698
0.6291	0.0904	0.0967	0.0949	2.4377	3.6897	2.0286	1.4666	1.9633	1.7419	2.3779	2.1354	2.1984
0.6072	0.0959	0.0963	0.53	1.7485	1.8943	1.4698	1.5954	1.219	1.1648	3.1854	1.4748	1.5596
0.0973	0.3059	0.0972	0.0936	2.4783	3.3803	1.7714	1.5431	2.9182	1.4841	3.319	1.5645	3.5799
0.0998	0.6458	0.6434	0.0959	1.9085	2.3876	1.6792	1.1519	1.618	1.4384	2.0856	1.6457	2.4881
0.0999	0.0937	1.0163	0.0942	4.9949	9.8613	9.9456	6.5233	9.9337	8.1264	6.6968	7.3926	4.3197
0.1009	0.1044	0.9983	0.0933	4.8517	9.6169	9.9627	6.4398	9.946	8.0772	7.0323	7.4142	4.5005
0.0945	0.0874	0.0978	0.5137	3.1472	2.0184	4.6282	1.7839	1.4166	1.8477	6.8947	3.1673	2.0471
0.5374	0.0929	0.0929	0.0918	12.1023	11.8348	8.2024	5.0329	8.8842	5.6088	4.0133	5.4433	9.3685
0.1	0.2549	0.094	0.097	12.3618	11.9266	8.4213	5.1704	8.947	5.5904	4.1574	5.4663	9.379
0.1011	0.26	0.0949	0.093	12.1545	11.9337	8.1198	5.0314	8.8839	5.5691	4.1176	5.5609	9.5726
0.0987	0.0943	0.374	0.0991	3.2003	3.1066	3.055	3.2393	3.2114	3.6511	3.3696	5.3207	6.0899
0.0984	0.0839	0.0961	0.5567	8.5732	4.1401	10.033	3.5664	4.2924	4.7066	8.8404	2.5065	4.4176
0.0887	0.0973	0.2611	0.545	8.5893	4.1916	9.7643	3.7209	4.3111	4.6003	9.0027	2.2976	4.7917
0.0943	0.0924	0.086	3.6459	20.1263	11.3078	17.3258	11.4718	7.8752	11.4485	9.5544	7.4034	6.0137
0.0958	0.0972	0.2851	0.1014	3.2086	2.0975	3.9398	2.0929	2.2813	2.66	5.3371	1.6989	3.8961
0.1004	0.1001	0.2945	0.0964	3.3429	2.0088	2.9912	2.0812	2.4947	2.5713	5.6662	2.0769	3.6345
0.0979	0.5665	0.6133	0.0964	3.2313	1.9805	3.1963	2.0092	2.4695	2.4555	5.5326	1.8294	3.748
0.1001	0.3236	0.0964	0.1007	4.339	2.0452	2.4491	5.0421	1.5336	2.5986	2.9317	2.4807	2.7725
0.1016	0.3452	0.1013	0.0993	4.2271	2.1398	2.4616	4.9953	1.6674	2.6419	3.1672	2.6051	2.7622
0.096	0.5722	0.5394	0.4618	4.3257	2.1484	2.638	5.0447	1.6073	2.6905	3.0592	2.6746	2.8405
0.0965	0.3282	0.0995	0.0967	4.3039	2.2385	2.3916	5.0953	1.6113	2.5135	3.213	2.6323	2.8722
0.0999	2.0614	0.0992	0.0968	7.2577	6.5811	5.3054	4.4835	5.4639	6.4725	7.5654	3.262	4.5091
0.5021	0.2505	0.0979	0.4358	2.6978	1.8786	1.8013	1.4743	1.2941	2.3375	2.003	1.4074	1.9916
0.0904	0.2391	0.0937	0.3933	2.6384	1.9586	1.6	1.3854	1.2562	2.1295	2.2045	1.7346	2.2837
0.4986	0.0929	0.0927	0.0957	2.5463	2.0222	1.7456	1.2861	1.2318	2.2647	2.0308	1.456	1.7828
0.0932	0.0995	0.2802	0.4171	2.6436	1.8946	1.55	1.3902	1.3334	2.2911	1.9521	1.6411	2.193
0.0922	0.5303	0.5321	0.43	2.5688	2.0037	1.6477	1.7527	1.0375	2.2742	2.3515	1.5812	2.4469
0.0946	0.0967	0.2419	0.0924	2.6244	1.8934	1.647	1.05	1.5383	2.3139	1.8933	1.4827	2.3013
0.4736	0.0924	0.0929	0.0937	2.6522	1.991	1.7597	1.2922	1.2522	2.2981	2.0194	1.3944	2.0317
0.4864	0.2418	0.0989	0.0931	2.5864	1.9547	1.4994	1.5612	1.1976	2.022	2.0435	2.0249	2.3091
0.0973	0.0889	0.0939	0.4291	2.4404	1.8275	1.6077	1.3598	1.2386	2.1222	2.0321	1.9062	2.289
0.1	0.0956	0.0953	0.4128	2.5032	1.9913	1.5858	1.32	1.2887	2.1652	1.9844	1.6161	1.9691
0.4768	0.0902	0.0946	0.098	2.5853	1.8757	1.5738	1.473	1.1297	2.1275	2.0249	1.8497	2.3991
0.0947	0.2421	0.1005	0.0939	2.4912	2.0292	1.6238	1.5891	1.1959	2.2433	2.0422	1.6749	2.5667
0.0946	0.2587	0.0987	0.0946	2.8432	2.1973	1.5909	1.7745	1.2044	2.0847	2.2278	1.668	2.2168
0.1029	0.1012	0.3515	0.0923	14.9443	11.6472	10.6655	3.5798	6.2267	9.108	6.9649	6.4941	4.6902
0.51	0.2612	0.0977	0.093	2.7842	1.9116	4.2568	1.7219	1.8195	1.7333	6.584	2.6217	1.8998
0.0921	0.5445	0.5424	0.1018	2.8637	1.7333	4.3482	1.7445	1.6026	1.6163	6.7098	2.4475	1.9895
0.0967	0.0938	0.2685	0.0954	3.0204	1.4316	4.1827	2.0338	1.5679	1.4743	7.0586	2.1093	2.083
0.0956	0.0959	0.2814	0.4604	2.9379	1.8047	4.7735	1.8818	1.7342	1.8238	6.5952	2.7766	1.8744
0.0923	0.2772	0.0988	0.4404	2.7445	1.7768	4.1641	1.678	1.688	1.6128	6.6891	2.482	1.8443
0.0952	0.0949	0.2686	0.0935	2.799	1.7111	4.4111	1.6982	1.7527	1.706	6.4922	2.651	1.7739
0.5824	0.5029	0.0998	0.0929	7.947	6.7161	3.1515	6.3181	2.9519	2.9924	5.9803	4.7669	4.6908
0.0964	0.0996	0.5391	0.0987	7.7874	6.7886	2.9534	6.5341	2.6821	3.0136	5.8896	4.8099	4.6008
0.5174	0.091	0.0888	0.0939	6.5626	3.1919	3.6346	3.0836	2.8919	2.1551	4.0652	5.0871	3.7818
0.0976	0.2442	0.0963	0.0885	6.1598	3.2339	3.3794	3.337	2.9277	2.1661	4.0912	5.1749	3.8618
0.5248	0.0907	0.091	0.4476	6.5294	3.1446	3.8253	3.413	2.9047	2.1663	3.87	5.5017	3.4139
0.5354	0.0885	0.09	0.1068	6.5363	3.0183	3.7358	3.3407	2.8247	2.0434	3.9321	5.4077	3.7045
0.5229	0.0887	0.0891	0.4394	6.4552	3.0628	3.4105	3.1677	2.7911	2.1829	4.0777	5.0812	3.96
0.0957	0.2594	0.0932	0.0932	6.3782	3.029	3.6146	3.3127	2.8722	2.0726	4.0018	5.2797	3.8148
0.0927	0.2528	0.0919	0.0983	6.3974	3.2697	3.4052	3.4232	2.7513	2.1041	4.0123	5.124	3.4798
0.6396	0.3593	0.0975	0.1041	14.5886	8.9623	11.4401	5.1174	9.1219	5.1996	6.592	3.1866	6.7576
0.0979	0.0972	0.2857	0.0975	1.9262	1.4525	1.6766	2.0023	1.3334	1.2594	3.404	1.2371	1.736
