"canopy_height_m"	"ldmc_geo_mgg"	"leaf_mass_mg"	"leaf_size_mm2"	"seed_mass_mg"
-0.3669	0.3062	-0.4872	-0.5195	0.745
-1.0898	0.2673	-0.8676	-0.7027	0.1451
0.1436	-1.2468	-1.9972	1.1482	1.4206
-0.3349	0.0265	0.1566	-1.3545	0.1984
-0.8795	0.539	-0.3323	-0.1862	-0.0778
0.3511	-0.5763	-0.125	0.3061	0.0194
0.1389	-0.5538	-0.0522	-0.6263	-0.3245
-1.0979	0.7438	0.5745	0.1537	-0.3784
0.7702	0.0891	-0.2801	0.5414	0.3197
-0.2227	-0.7385	-2.2585	-2.3162	0.7707
-3.7697	1.047	-1.7756	-1.8322	-1.6187
-0.353	-0.0722	1.0323	0.3364	-1.156
2.5447	0.7714	0.7245	0.6252	1.5347
0.4898	0.4368	0.1098	0.1976	0.6583
0.3621	-0.2091	0.6049	1.139	-0.4708
0.4781	-1.1373	-0.2494	-0.235	0.353
-0.269	0.0505	-0.3741	-0.1925	0.2637
-0.4156	0.1437	-0.4265	-0.336	-0.0342
0.348	0.4979	-0.1088	-0.1638	0.5241
-0.0735	2.631	0.282	-0.8	0.8712
0.9433	0.6643	0.0368	-0.2013	0.6627
-0.2565	-0.5826	0.0938	0.5021	-0.7067
-0.0083	-0.0763	1.0229	0.3374	-0.9699
-0.2257	0.1295	0.2212	0.3298	-0.108
-0.7931	-0.0796	-0.9574	0.0189	-1.2167
-0.3527	-0.8073	0.1608	0.2457	-1.4538
3.0877	0.109	-1.217	1.5336	0.5351
-0.7971	0.2095	-0.1745	-0.1047	0.4093
-0.5401	1.5098	0.3475	0.3906	0.8222
2.6102	1.4818	0.7651	0.5828	1.2896
-0.1216	-0.8403	0.991	-0.8131	-0.8744
-0.7472	-0.0882	-1.4416	-1.3164	0.5207
0.6614	1.8077	0.1665	1.0232	-0.1424
1.0756	-1.7668	-1.1673	0.2714	0.5916
-0.4613	0.6511	0.0114	0.1344	0.1141
-0.4808	-1.0725	-0.1947	-0.1048	-0.5393
-0.5771	-1.4924	-0.8773	-0.5917	-0.7058
-1.2533	-0.6131	-0.788	-0.2824	-0.7513
-0.3227	-0.7269	-0.3823	0.0374	-0.5517
-0.567	-0.6216	-0.3705	-0.2388	-0.2878
