"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"26",907,"Aethusa cynapium","","Aethusa",2,"Aethusa cynapium","L.","Aethusa",2,"kew-2624785",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Aethusa cynapium",NA
"1238",908,"Lysimachia vulgaris","","Lysimachia",2,"Lysimachia vulgaris","L.","Lysimachia",2,"kew-2492070",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia vulgaris",NA
"946",909,"Geranium pusillum","","Geranium",2,"Geranium pusillum","L.","Geranium",2,"kew-2823887",1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium pusillum",NA
"41",910,"Agrostis stolonifera","","Agrostis",2,"Agrostis stolonifera","L.","Agrostis",2,"kew-390383",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Agrostis stolonifera",NA
"1215",911,"Lotus pedunculatus","","Lotus",2,"Lotus pedunculatus","Cav.","Lotus",2,"ild-7307",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lotus pedunculatus",NA
"1760",912,"Sagittaria sagittifolia","","Sagittaria",2,"Sagittaria sagittifolia","L.","Sagittaria",2,"kew-287474",1,FALSE,0.8,0,NA,NA,NA,NA,"Alismataceae",NA,"Sagittaria sagittifolia",NA
"1090",913,"Juncus inflexus","","Juncus",2,"Juncus inflexus","L.","Juncus",2,"kew-315191",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Juncus inflexus",NA
"327",914,"Butomus umbellatus","","Butomus",2,"Butomus umbellatus","L.","Butomus",2,"kew-301538",1,FALSE,0.8,0,NA,NA,NA,NA,"Butomaceae",NA,"Butomus umbellatus",NA
"1048",915,"Hypericum veronense","","Hypericum",2,"Hypericum veronense","Schrank","Hypericum",2,"kew-2859121",1,FALSE,0.8,0,NA,"Hypericum perforatum ssp. veronense","(Schrank) H.Lindb.","kew-2858696","Hypericaceae",NA,"Hypericum perforatum",NA
"1644",916,"Quercus robur","","Quercus",2,"Quercus robur","L.","Quercus",2,"kew-174750",1,FALSE,0.8,0,NA,NA,NA,NA,"Fagaceae",NA,"Quercus robur",NA
"927",917,"Gastridium phleoides","","Gastridium",2,"Gastridium phleoides","(Nees & Meyen) C.E.Hubb.","Gastridium",2,"kew-417484",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Gastridium phleoides",NA
"1249",918,"Malva multiflora","","Malva",2,"Malva multiflora","""(Cav.) Soldano, Banfi & Galasso""","Malva",2,"kew-2503507",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva multiflora",NA
"1436",919,"Papaver setigerum","","Papaver",2,"Papaver setigerum","DC.","Papaver",2,"kew-2561588",1,FALSE,0.8,0,NA,"Papaver somniferum ssp. setigerum","(DC.) Arcang.","kew-2578309","Papaveraceae",NA,"Papaver somniferum",NA
"987",920,"Helianthus pauciflorus","","Helianthus",2,"Helianthus pauciflorus","Nutt.","Helianthus",2,"gcc-30040",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Helianthus pauciflorus",NA
"2063",921,"Vallisneria spiralis","","Vallisneria",2,"Vallisneria spiralis","L.","Vallisneria",2,"kew-308987",1,FALSE,0.8,0,NA,NA,NA,NA,"Hydrocharitaceae",NA,"Vallisneria spiralis",NA
"256",922,"Baldellia ranunculoides","","Baldellia",2,"Baldellia ranunculoides","(L.) Parl.","Baldellia",2,"kew-300116",1,FALSE,0.8,0,NA,NA,NA,NA,"Alismataceae",NA,"Baldellia ranunculoides",NA
"1458",923,"Persicaria decipiens","","Persicaria",2,"Persicaria decipiens","(R.Br.) K.L.Wilson","Persicaria",2,"kew-2571906",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Persicaria decipiens",NA
"1352",924,"Oenanthe silaifolia","","Oenanthe",2,"Oenanthe silaifolia","M.Bieb.","Oenanthe",2,"kew-2390773",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Oenanthe silaifolia",NA
"1799",925,"Schoenoplectus tabernaemontani","","Schoenoplectus",2,"Schoenoplectus tabernaemontani","(C.C.Gmel.) Palla","Schoenoplectus",2,"kew-263102",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Schoenoplectus tabernaemontani",NA
"1912",926,"Sparganium erectum","","Sparganium",2,"Sparganium erectum","L.","Sparganium",2,"kew-266057",1,FALSE,0.8,0,NA,NA,NA,NA,"Typhaceae",NA,"Sparganium erectum",NA
"159",927,"Anredera cordifolia","","Anredera",2,"Anredera cordifolia","(Ten.) Steenis","Anredera",2,"kew-360634",1,FALSE,0.8,0,NA,NA,NA,NA,"Basellaceae",NA,"Anredera cordifolia",NA
"275",928,"Bidens frondosa","","Bidens",2,"Bidens frondosa","Buch.-Ham. ex Hook.f.","Bidens",2,"gcc-16325",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Bidens frondosa","Multiple results"
"1716",929,"Rubus caesius","","Rubus",2,"Rubus caesius","Bojer","Rubus",2,"rjp-52201",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Rubus caesius","Multiple results"
"12",930,"Achillea millefolium","","Achillea",2,"Achillea millefolium","L.","Achillea",2,"gcc-140712",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Achillea millefolium",NA
"1977",931,"Tilia platyphyllos","","Tilia",2,"Tilia platyphyllos","Scop.","Tilia",2,"kew-2517523",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Tilia platyphyllos",NA
"381",932,"Carex acutiformis","","Carex",2,"Carex acutiformis","Ehrh.","Carex",2,"kew-224284",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex acutiformis",NA
"1553",933,"Polygonum arenastrum","","Polygonum",2,"Polygonum arenastrum","Boreau","Polygonum",2,"kew-2572402",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Polygonum arenastrum",NA
"967",934,"Glyceria maxima","","Glyceria",2,"Glyceria maxima","(Hartm.) Holmb.","Glyceria",2,"kew-417855",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Glyceria maxima",NA
"1465",935,"Persicaria mitis","","Persicaria",2,"Persicaria mitis","(Schrank) Holub","Persicaria",2,"kew-2572466",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Persicaria mitis",NA
"550",936,"Clematis viticella","","Clematis",2,"Clematis viticella","L.","Clematis",2,"kew-2726981",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Clematis viticella",NA
"144",937,"Anchusa hybrida","","Anchusa",2,"Anchusa hybrida","Boiss. ex A.DC.","Anchusa",2,"kew-2636531",1,FALSE,0.8,0,NA,"Anchusa undulata ssp. granatensis","(Boiss.) Valdés","kew-2636703","Boraginaceae",NA,"Anchusa undulata","Multiple results"
"2059",938,"Valerianella carinata","","Valerianella",2,"Valerianella carinata","Loisel.","Valerianella",2,"kew-2463573",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Valerianella carinata",NA
"391",939,"Carex divisa","","Carex",2,"Carex divisa","Huds.","Carex",2,"kew-226132",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex divisa",NA
"1344",940,"Nymphaea alba","","Nymphaea",2,"Nymphaea alba","L.","Nymphaea",2,"kew-2383355",1,FALSE,0.8,0,NA,NA,NA,NA,"Nymphaeaceae",NA,"Nymphaea alba",NA
"1287",941,"Mentha pulegium","","Mentha",2,"Mentha pulegium","L.","Mentha",2,"kew-125243",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Mentha pulegium",NA
"634",942,"Cruciata laevipes","","Cruciata",2,"Cruciata laevipes","Opiz","Cruciata",2,"kew-51752",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Cruciata laevipes",NA
"83",943,"Allium vineale","","Allium",2,"Allium vineale","L.","Allium",2,"kew-296924",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium vineale",NA
"1846",944,"Setaria italica","","Setaria",2,"Setaria italica","(L.) P.Beauv.","Setaria",2,"kew-442451",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Setaria italica",NA
"1778",945,"Salvia rosmarinus","","Salvia",2,"Salvia rosmarinus","Schleid.","Salvia",2,"kew-183733",1,FALSE,0.8,0,NA,"Rosmarinus officinalis","L.","kew-179873","Lamiaceae",NA,"Rosmarinus officinalis",NA
"2042",946,"Typha latifolia","","Typha",2,"Typha latifolia","L.","Typha",2,"kew-271005",1,FALSE,0.8,0,NA,NA,NA,NA,"Typhaceae",NA,"Typha latifolia",NA
"160",947,"Anthemis arvensis","","Anthemis",2,"Anthemis arvensis","L.","Anthemis",2,"gcc-110396",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Anthemis arvensis",NA
"1361",948,"Oloptum miliaceum","","Oloptum",2,"Oloptum miliaceum","(L.) R÷ser & H. R. Hamasha","Oloptum",2,"tro-100377899",1,FALSE,0.8,0,NA,"Piptatherum miliaceum","(L.) Coss.","kew-434465","Poaceae",NA,"Piptatherum miliaceum",NA
"141",949,"Anacyclus radiatus","","Anacyclus",2,"Anacyclus radiatus","Loisel.","Anacyclus",2,"gcc-25867",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Anacyclus radiatus",NA
"142",950,"Anchusa azurea","","Anchusa",2,"Anchusa azurea","Mill.","Anchusa",2,"kew-2636472",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Anchusa azurea",NA
"1971",951,"Thrincia tuberosa","","Thrincia",2,"Thrincia tuberosa","(L.) DC.","Thrincia",2,"gcc-52178",1,FALSE,0.8,0,NA,"Leontodon tuberosus","L.","gcc-87441","Compositae",NA,"Leontodon tuberosus",NA
"740",952,"Echium plantagineum","","Echium",2,"Echium plantagineum","L.","Echium",2,"kew-2784282",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Echium plantagineum",NA
"1164",953,"Leonurus cardiaca","","Leonurus",2,"Leonurus cardiaca","L.","Leonurus",2,"kew-109505",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Leonurus cardiaca",NA
"539",954,"Cistus ladanifer","","Cistus",2,"Cistus ladanifer","L.","Cistus",2,"kew-2723459",1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Cistus ladanifer",NA
"2133",955,"Withania somnifera","","Withania",2,"Withania somnifera","(L.) Dunal","Withania",2,"kew-2465599",1,FALSE,0.8,0,NA,NA,NA,NA,"Solanaceae",NA,"Withania somnifera",NA
"1033",956,"Hyoscyamus albus","","Hyoscyamus",2,"Hyoscyamus albus","L.","Hyoscyamus",2,"kew-2857395",1,FALSE,0.8,0,NA,NA,NA,NA,"Solanaceae",NA,"Hyoscyamus albus",NA
"1679",957,"Riccia trabutiana","","Riccia",2,"Riccia trabutiana","Stephani","Riccia",2,"tro-35200914",1,FALSE,0.8,0,NA,NA,NA,NA,"Ricciaceae",NA,"Riccia trabutiana",NA
"122",958,"Ambrosia psilostachya","","Ambrosia",2,"Ambrosia psilostachya","DC.","Ambrosia",2,"gcc-97891",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Ambrosia psilostachya",NA
"1077",959,"Jasione montana","","Jasione",2,"Jasione montana","L.","Jasione",2,"kew-351797",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Jasione montana",NA
"453",960,"Carex sylvatica","","Carex",2,"Carex sylvatica","Huds.","Carex",2,"kew-231389",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex sylvatica",NA
"149",961,"Anchusa undulata","","Anchusa",2,"Anchusa undulata","L.","Anchusa",2,"kew-2636698",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Anchusa undulata",NA
"2098",962,"Vicia cracca","","Vicia",2,"Vicia cracca","L.","Vicia",2,"ild-9103",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Vicia cracca",NA
"1978",963,"Tolpis virgata","","Tolpis",2,"Tolpis virgata","(Desf.) Bertol.","Tolpis",2,"gcc-96167",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tolpis virgata","Multiple results"
"1985",964,"Tortula muralis","","Tortula",2,"Tortula muralis","Hedw.","Tortula",2,"tro-35112623",1,FALSE,0.8,0,NA,NA,NA,NA,"Pottiaceae",NA,"Tortula muralis",NA
"1427",965,"Oxalis debilis","","Oxalis",2,"Oxalis debilis","Kunth","Oxalis",2,"kew-2395248",1,FALSE,0.8,0,NA,NA,NA,NA,"Oxalidaceae",NA,"Oxalis debilis",NA
"475",966,"Centaurea cyanus","","Centaurea",2,"Centaurea cyanus","L.","Centaurea",2,"gcc-108710",1,FALSE,0.8,0,NA,"Cyanus segetum","Hill","gcc-28753","Compositae",NA,"Cyanus segetum",NA
"457",967,"Carlina acaulis","","Carlina",2,"Carlina acaulis","Stokes","Carlina",2,"gcc-88485",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Carlina acaulis","Multiple results"
"170",968,"Anthoxanthum odoratum","","Anthoxanthum",2,"Anthoxanthum odoratum","L.","Anthoxanthum",2,"kew-394021",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Anthoxanthum odoratum",NA
"2054",969,"Urtica urens","","Urtica",2,"Urtica urens","L.","Urtica",2,"kew-2449000",1,FALSE,0.8,0,NA,NA,NA,NA,"Urticaceae",NA,"Urtica urens",NA
"497",970,"Cerastium glomeratum","","Cerastium",2,"Cerastium glomeratum","Thuill.","Cerastium",2,"kew-2710370",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Cerastium glomeratum",NA
"819",971,"Euphorbia esula","","Euphorbia",2,"Euphorbia esula","L.","Euphorbia",2,"kew-79567",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia esula",NA
"2242",972,"Stellaria ruderalis","","Stellaria",2,"Stellaria muralis","Link","Stellaria",2,"kew-2482626",1,TRUE,0.65,3,NA,"Arenaria graveolens","Schreb.","kew-2649493","Caryophyllaceae",NA,"Arenaria graveolens","Multiple results"
"175",973,"Antirrhinum majus","","Antirrhinum",2,"Antirrhinum majus","L.","Antirrhinum",2,"kew-2642724",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Antirrhinum majus",NA
"1138",974,"Lathyrus oleraceus","","Lathyrus",2,"Lathyrus oleraceus","Lam.","Lathyrus",2,"ild-9458",1,FALSE,0.8,0,NA,"Pisum sativum","L.","ild-7792","Leguminosae",NA,"Pisum sativum",NA
"1239",975,"Lythrum hyssopifolia","","Lythrum",2,"Lythrum hyssopifolia","L.","Lythrum",2,"kew-2354167",1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Lythrum hyssopifolia",NA
"2256",976,"Vitis koberi","","Vitis",2,"Vitis hookeri","Lawson","Vitis",2,"tro-34000803",1,TRUE,0.65,3,NA,"Tetrastigma hookeri","(M.A.Lawson) Planch.","kew-2436163","Vitaceae",NA,"Tetrastigma hookeri","Multiple results"
"1217",977,"Lotus tenuis","","Lotus",2,"Lotus tenuis","Waldst. & Kit.","Lotus",2,"ild-51536",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lotus tenuis",NA
"1522",978,"Plagiomnium undulatum","","Plagiomnium",2,"Plagiomnium undulatum","(Hedw.) T.J. Kop.","Plagiomnium",2,"tro-35168766",1,FALSE,0.8,0,NA,NA,NA,NA,"Mniaceae",NA,"Plagiomnium undulatum",NA
"1821",979,"Sedum sexangulare","","Sedum",2,"Sedum sexangulare","L.","Sedum",2,"kew-2484527",1,FALSE,0.8,0,NA,NA,NA,NA,"Crassulaceae",NA,"Sedum sexangulare",NA
"1656",980,"Ranunculus neapolitanus","","Ranunculus",2,"Ranunculus neapolitanus","Ten.","Ranunculus",2,"kew-2526192",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Ranunculus neapolitanus",NA
"321",981,"Bryonia dioica","","Bryonia",2,"Bryonia dioica","Bojer","Bryonia",2,"kew-2684382",1,FALSE,0.8,0,NA,NA,NA,NA,"Cucurbitaceae",NA,"Bryonia dioica","Multiple results"
"521",982,"Chaerophyllum bulbosum","","Chaerophyllum",2,"Chaerophyllum bulbosum","L.","Chaerophyllum",2,"kew-2714191",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Chaerophyllum bulbosum",NA
"1749",983,"Rumex sanguineus","","Rumex",2,"Rumex sanguineus","L.","Rumex",2,"kew-2424767",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex sanguineus",NA
"1744",984,"Rumex maritimus","","Rumex",2,"Rumex maritimus","L.","Rumex",2,"kew-2424694",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex maritimus",NA
"1181",985,"Limonium narbonense","","Limonium",2,"Limonium narbonense","Mill.","Limonium",2,"kew-2495615",1,FALSE,0.8,0,NA,"Limonium vulgare","Mill.","kew-2494745","Plumbaginaceae",NA,"Limonium vulgare",NA
"2167",986,"Arthrocaulon macrostachyum","","Arthrocaulon",2,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No matching result"
"72",987,"Allium sphaerocephalon","","Allium",2,"Allium sphaerocephalon","L.","Allium",2,"kew-296631",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium sphaerocephalon",NA
"1936",988,"Suaeda maritima","","Suaeda",2,"Suaeda maritima","(L.) Dumort.","Suaeda",2,"kew-2484020",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaranthaceae",NA,"Suaeda maritima",NA
"1807",989,"Scorpiurus muricatus","","Scorpiurus",2,"Scorpiurus muricatus","L.","Scorpiurus",2,"ild-5211",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Scorpiurus muricatus",NA
"1678",990,"Riccia sorocarpa","","Riccia",2,"Riccia sorocarpa","Bisch.","Riccia",2,"tro-35185966",1,FALSE,0.8,0,NA,NA,NA,NA,"Ricciaceae",NA,"Riccia sorocarpa",NA
"1221",991,"Lunularia cruciata","","Lunularia",2,"Lunularia cruciata","(L.) Dumort. ex Lindb.","Lunularia",2,"tro-35185409",1,FALSE,0.8,0,NA,NA,NA,NA,"Lunulariaceae",NA,"Lunularia cruciata",NA
"1917",992,"Sphaerocarpos texanus","","Sphaerocarpos",2,"Sphaerocarpos texanus","Austin","Sphaerocarpos",2,"tro-35186009",1,FALSE,0.8,0,NA,NA,NA,NA,"Sphaerocarpaceae",NA,"Sphaerocarpos texanus",NA
"1498",993,"Physcomitrium pyriforme","","Physcomitrium",2,"Physcomitrium pyriforme","(Hedw.) Hampe","Physcomitrium",2,"tro-35109011",1,FALSE,0.8,0,NA,NA,NA,NA,"Funariaceae",NA,"Physcomitrium pyriforme",NA
"1420",994,"Orobanche reticulata","","Orobanche",2,"Orobanche reticulata","Wallr.","Orobanche",2,"kew-2395592",1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Orobanche reticulata",NA
"462",995,"Carthamus lanatus","","Carthamus",2,"Carthamus lanatus","L.","Carthamus",2,"gcc-77840",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Carthamus lanatus",NA
"1151",996,"Legousia speculum-veneris","","Legousia",2,"Legousia speculum-veneris","(L.) Durande ex Vill.","Legousia",2,"kew-358587",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Legousia speculum-veneris",NA
"1916",997,"Spergularia rubra","","Spergularia",2,"Spergularia rubra","(L.) J.Presl & C.Presl","Spergularia",2,"kew-2482087",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Spergularia rubra",NA
"776",998,"Eragrostis minor","","Eragrostis",2,"Eragrostis minor","Host","Eragrostis",2,"kew-412851",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Eragrostis minor",NA
"1663",999,"Ranunculus trichophyllus","","Ranunculus",2,"Ranunculus trichophyllus","Chaix ex Vill.","Ranunculus",2,"tro-27100511",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Ranunculus trichophyllus",NA
"1030",1000,"Hyacinthoides hispanica","","Hyacinthoides",2,"Hyacinthoides hispanica","(Mill.) Rothm.","Hyacinthoides",2,"kew-278549",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Hyacinthoides hispanica",NA
"979",1001,"Helianthemum apenninum","","Helianthemum",2,"Helianthemum apenninum","(L.) Mill.","Helianthemum",2,"kew-2842251",1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Helianthemum apenninum",NA
"2126",1002,"Viola suavis","","Viola",2,"Viola suavis","M.Bieb.","Viola",2,"kew-2461512",1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola suavis",NA
"1774",1003,"Salvia clandestina","","Salvia",2,"Salvia clandestina","L.","Salvia",2,"kew-182365",1,FALSE,0.8,0,NA,"Salvia verbenaca","L.","kew-184123","Lamiaceae",NA,"Salvia verbenaca",NA
"197",1004,"Arenaria leptoclados","","Arenaria",2,"Arenaria leptoclados","Boiss.","Arenaria",2,"kew-2649653",1,FALSE,0.8,0,NA,"Arenaria serpyllifolia ssp. leptoclados","(Rchb.) Nyman","kew-2650145","Caryophyllaceae",NA,"Arenaria serpyllifolia","Multiple results"
"856",1005,"Ficaria ambigua","","Ficaria",2,"Ficaria ambigua","Boreau","Ficaria",2,"kew-2809327",1,FALSE,0.8,0,NA,"Ficaria verna","Huds.","kew-2809356","Ranunculaceae",NA,"Ficaria verna",NA
"1297",1006,"Micromeria juliana","","Micromeria",2,"Micromeria juliana","(L.) Benth. ex Rchb.","Micromeria",2,"kew-127273",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Micromeria juliana",NA
"372",1007,"Cardamine occulta","","Cardamine",2,"Cardamine occulta","Hornem.","Cardamine",2,"kew-2700178",1,FALSE,0.8,0,NA,"Cardamine flexuosa","With.","kew-2699731","Brassicaceae",NA,"Cardamine flexuosa",NA
"2119",1008,"Viola alba","","Viola",2,"Viola alba","Besser","Viola",2,"kew-2463476",1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola alba",NA
"504",1009,"Cerastium pumilum","","Cerastium",2,"Cerastium pumilum","Curtis","Cerastium",2,"kew-2710761",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Cerastium pumilum",NA
"1865",1010,"Silene nicaeensis","","Silene",2,"Silene nicaeensis","All.","Silene",2,"kew-2488474",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Silene nicaeensis",NA
"1565",1011,"Populus canadensis","","Populus",2,"Populus canadensis","Moench","Populus",2,"tro-28300119",1,FALSE,0.8,0,NA,NA,NA,NA,"Salicaceae",NA,"Populus canadensis",NA
"722",1012,"Drimia maritima","","Drimia",2,"Drimia maritima","(L.) Stearn","Drimia",2,"kew-305015",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Drimia maritima",NA
"206",1013,"Artemisia absinthium","","Artemisia",2,"Artemisia absinthium","L.","Artemisia",2,"gcc-95372",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Artemisia absinthium",NA
"1451",1014,"Passiflora incarnata","","Passiflora",2,"Passiflora incarnata","L.","Passiflora",2,"tro-24200150",1,FALSE,0.8,0,NA,"Passiflora edulis","Sims","kew-2559735","Passifloraceae",NA,"Passiflora edulis",NA
"53",1015,"Alkekengi officinarum","","Alkekengi",2,"Alkekengi officinarum","Moench","Alkekengi",2,"kew-2628564",1,FALSE,0.8,0,NA,"Physalis alkekengi","L.","kew-2549830","Solanaceae",NA,"Physalis alkekengi",NA
"2253",1016,"Trentepohlia umbrina","","Trentepohlia",2,"Trentepohlia pinnata","Roth","Trentepohlia",2,"tro-100360287",1,TRUE,0.5,6,NA,"Heliophila pendula","Willd.","tro-4101873","Brassicaceae",NA,"Heliophila pendula","Multiple results"
"1439",1017,"Parentucellia latifolia","","Parentucellia",2,"Parentucellia latifolia","Caruel","Parentucellia",2,"tro-29207723",1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Parentucellia latifolia",NA
"1119",1018,"Lamium bifidum","","Lamium",2,"Lamium bifidum","Cirillo","Lamium",2,"kew-107402",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lamium bifidum",NA
"1309",1019,"Muscari botryoides","","Muscari",2,"Muscari botryoides","(L.) Mill.","Muscari",2,"kew-281677",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Muscari botryoides",NA
"1692",1020,"Rosa canina","","Rosa",2,"Rosa canina","L.","Rosa",2,"rjp-39",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Rosa canina","Multiple results"
"1698",1021,"Rosa corymbifera","","Rosa",2,"Rosa corymbifera","C.C.Gmel.","Rosa",2,"rjp-46546",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Rosa corymbifera","Multiple results"
"1057",1022,"Imperata cylindrica","","Imperata",2,"Imperata cylindrica","(L.) Raeusch.","Imperata",2,"kew-420125",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Imperata cylindrica",NA
"1169",1023,"Leucanthemum pallens","","Leucanthemum",2,"Leucanthemum pallens","DC.","Leucanthemum",2,"gcc-87537",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Leucanthemum pallens",NA
"838",1024,"Fagopyrum esculentum","","Fagopyrum",2,"Fagopyrum esculentum","Moench","Fagopyrum",2,"kew-2807310",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Fagopyrum esculentum",NA
"1510",1025,"Pimpinella peregrina","","Pimpinella",2,"Pimpinella peregrina","L.","Pimpinella",2,"kew-2403156",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Pimpinella peregrina",NA
"476",1026,"Centaurea deusta","","Centaurea",2,"Centaurea deusta","Ten.","Centaurea",2,"gcc-35123",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Centaurea deusta",NA
"326",1027,"Bupleurum baldense","","Bupleurum",2,"Bupleurum baldense","Turra","Bupleurum",2,"kew-2686433",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Bupleurum baldense",NA
"1675",1028,"Rhinanthus alectorolophus","","Rhinanthus",2,"Rhinanthus alectorolophus","(Scop.) Pollich","Rhinanthus",2,"kew-2527354",1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Rhinanthus alectorolophus",NA
"1523",1029,"Plantago afra","","Plantago",2,"Plantago afra","L.","Plantago",2,"kew-2556632",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Plantago afra",NA
"811",1030,"Euonymus japonicus","","Euonymus",2,"Euonymus japonicus","Thunb.","Euonymus",2,"kew-2803399",1,FALSE,0.8,0,NA,NA,NA,NA,"Celastraceae",NA,"Euonymus japonicus",NA
