"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"1755",1031,"Sabulina mediterranea","","Sabulina",2,"Sabulina mediterranea","Rchb.","Sabulina",2,"kew-2485115",1,FALSE,0.8,0,NA,"Arenaria mucronata","L.","kew-2649797","Caryophyllaceae",NA,"Arenaria mucronata",NA
"2110",1032,"Vicia pubescens","","Vicia",2,"Vicia pubescens","(DC.) Link","Vicia",2,"ild-7849",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Vicia pubescens",NA
"1670",1033,"Reseda luteola","","Reseda",2,"Reseda luteola","L.","Reseda",2,"kew-2526079",1,FALSE,0.8,0,NA,NA,NA,NA,"Resedaceae",NA,"Reseda luteola",NA
"118",1034,"Amaranthus viridis","","Amaranthus",2,"Amaranthus viridis","L.","Amaranthus",2,"kew-2633159",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaranthaceae",NA,"Amaranthus viridis",NA
"1868",1035,"Silene otites","","Silene",2,"Silene otites","(L.) Wibel","Silene",2,"kew-2488569",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Silene otites",NA
"1620",1036,"Pterocephalus plumosus","","Pterocephalus",2,"Pterocephalus plumosus","(L.) Coult.","Pterocephalus",2,"kew-2411463",1,FALSE,0.8,0,NA,"Pterocephalus papposus","(L.) Coult.","kew-2411348","Caprifoliaceae",NA,"Pterocephalus papposus",NA
"285",1037,"Bolboschoenus glaucus","","Bolboschoenus",2,"Bolboschoenus glaucus","(Lam.) S.G.Sm.","Bolboschoenus",2,"kew-221900",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Bolboschoenus glaucus",NA
"703",1038,"Digitaria ciliaris","","Digitaria",2,"Digitaria ciliaris","(Retz.) Koeler","Digitaria",2,"kew-408848",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Digitaria ciliaris",NA
"899",1039,"Galinsoga quadriradiata","","Galinsoga",2,"Galinsoga quadriradiata","Ruiz & Pav.","Galinsoga",2,"gcc-76162",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Galinsoga quadriradiata",NA
"1482",1040,"Phalaris brachystachys","","Phalaris",2,"Phalaris brachystachys","Link","Phalaris",2,"kew-433423",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Phalaris brachystachys",NA
"2251",1041,"Torminalis glaberrima","","Torminalis",2,"Torminalis clusii","(M.Roem.) K.R.Robertson & J.B.Phipps","Torminalis",2,"rjp-19311",1,TRUE,0.4,8,NA,"Sorbus torminalis","(L.) Crantz","rjp-595","Rosaceae",NA,"Sorbus torminalis",NA
"1225",1042,"Luzula forsteri","","Luzula",2,"Luzula forsteri","(Sm.) DC.","Luzula",2,"kew-316366",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Luzula forsteri",NA
"130",1043,"Ammi majus","","Ammi",2,"Ammi majus","L.","Ammi",2,"kew-2633874",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Ammi majus",NA
"1964",1044,"Thalictrum lucidum","","Thalictrum",2,"Thalictrum lucidum","L.","Thalictrum",2,"kew-2512323",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Thalictrum lucidum",NA
"1758",1045,"Sagina micropetala","","Sagina",2,"Sagina micropetala","Rauschert","Sagina",2,"tro-6302955",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Sagina micropetala",NA
"2005",1046,"Trifolium dubium","","Trifolium",2,"Trifolium dubium","Sibth.","Trifolium",2,"ild-8072",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium dubium",NA
"496",1047,"Cerastium brachypetalum","","Cerastium",2,"Cerastium brachypetalum","Desp. ex Pers.","Cerastium",2,"kew-2710087",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Cerastium brachypetalum",NA
"255",1048,"Azolla filiculoides","","Azolla",2,"Azolla filiculoides","Lam.","Azolla",2,"tro-26602847",1,FALSE,0.8,0,NA,NA,NA,NA,"Salviniaceae",NA,"Azolla filiculoides",NA
"886",1049,"Fumana thymifolia","","Fumana",2,"Fumana thymifolia","(L.) Spach","Fumana",2,"kew-2815222",1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Fumana thymifolia",NA
"1270",1050,"Melica minuta","","Melica",2,"Melica minuta","L.","Melica",2,"kew-423674",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Melica minuta",NA
"415",1051,"Carex olbiensis","","Carex",2,"Carex olbiensis","Jord.","Carex",2,"kew-229247",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex olbiensis",NA
"1407",1052,"Ornithogalum orthophyllum","","Ornithogalum",2,"Ornithogalum orthophyllum","Ten.","Ornithogalum",2,"kew-283682",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Ornithogalum orthophyllum",NA
"707",1053,"Dimorphotheca ecklonis","","Dimorphotheca",2,"Dimorphotheca ecklonis","DC.","Dimorphotheca",2,"gcc-139096",1,FALSE,0.8,0,NA,"Osteospermum ecklonis","(DC.) Norl.","gcc-14234","Compositae",NA,"Osteospermum ecklonis","Multiple results"
"1785",1054,"Sanicula europaea","","Sanicula",2,"Sanicula europaea","L.","Sanicula",2,"kew-2480274",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Sanicula europaea",NA
"21",1055,"Aegonychon purpurocaeruleum","","Aegonychon",2,"Aegonychon purpurocaeruleum","(L.) Holub","Aegonychon",2,"kew-2623481",1,FALSE,0.8,0,NA,"Buglossoides purpurocaerulea","(L.) I.M.Johnst.","kew-2685804","Boraginaceae",NA,"Buglossoides purpurocaerulea",NA
"135",1056,"Anacamptis gennarii","","Anacamptis",2,"Anacamptis gennarii","Rchb. f.","Anacamptis",2,"tro-50265741",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Anacamptis gennarii",NA
"1213",1057,"Lotus hirsutus","","Lotus",2,"Lotus hirsutus","L.","Lotus",2,"ild-7217",1,FALSE,0.8,0,NA,"Dorycnium hirsutum","(L.) Ser.","ild-7216","Leguminosae",NA,"Dorycnium hirsutum",NA
"1666",1058,"Rapistrum rugosum","","Rapistrum",2,"Rapistrum rugosum","(L.) All.","Rapistrum",2,"kew-2422602",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Rapistrum rugosum",NA
"184",1059,"Arabis collina","","Arabis",2,"Arabis collina","Ten.","Arabis",2,"kew-2645469",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Arabis collina",NA
"1804",1060,"Scleranthus annuus","","Scleranthus",2,"Scleranthus annuus","L.","Scleranthus",2,"kew-2490367",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Scleranthus annuus",NA
"2090",1061,"Veronica polita","","Veronica",2,"Veronica polita","Fr.","Veronica",2,"kew-2463009",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Veronica polita",NA
"1857",1062,"Silene conica","","Silene",2,"Silene conica","L.","Silene",2,"kew-2485532",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Silene conica",NA
"1223",1063,"Lupinus angustifolius","","Lupinus",2,"Lupinus angustifolius","Blanco","Lupinus",2,"tro-13036916",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lupinus angustifolius","Multiple results"
"1380",1064,"Ophrys tenthredinifera","","Ophrys",2,"Ophrys tenthredinifera","Willd.","Ophrys",2,"kew-141835",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Ophrys tenthredinifera",NA
"2230",1065,"Pentanema squarrosum","","Pentanema",2,"Pentanema flexuosum","(Boiss. & Hausskn.) Rech.f.","Pentanema",2,"gcc-37348",1,TRUE,0.5,6,NA,NA,NA,NA,"Compositae",NA,"Pentanema flexuosum",NA
"459",1066,"Carlina corymbosa","","Carlina",2,"Carlina corymbosa","L.","Carlina",2,"gcc-15408",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Carlina corymbosa",NA
"2062",1067,"Valerianella locusta","","Valerianella",2,"Valerianella locusta","(L.) Laterr.","Valerianella",2,"kew-2463641",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Valerianella locusta",NA
"44",1068,"Aira caryophyllea","","Aira",2,"Aira caryophyllea","L.","Aira",2,"kew-390804",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Aira caryophyllea",NA
"2254",1069,"Vitis instabilis","","Vitis",2,"Vitis mutabilis","Miq.","Vitis",2,"kew-2456387",1,TRUE,0.65,3,NA,NA,NA,NA,"Vitaceae",NA,"Vitis mutabilis",NA
"1232",1070,"Lycopus exaltatus","","Lycopus",2,"Lycopus exaltatus","L.f.","Lycopus",2,"kew-115916",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lycopus exaltatus",NA
"1285",1071,"Mentha longifolia","","Mentha",2,"Mentha longifolia","(L.) L.","Mentha",2,"kew-124916",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Mentha longifolia",NA
"1759",1072,"Sagina procumbens","","Sagina",2,"Sagina procumbens","L.","Sagina",2,"kew-2485289",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Sagina procumbens",NA
"1196",1073,"Lolium arundinaceum","","Lolium",2,"Lolium arundinaceum","(Schreb.) Darbysh.","Lolium",2,"kew-422765",1,FALSE,0.8,0,NA,"Festuca arundinacea","Schreb.","kew-414517","Poaceae",NA,"Festuca arundinacea",NA
"931",1074,"Gazania linearis","","Gazania",2,"Gazania linearis","(Thunb.) Druce","Gazania",2,"gcc-85578",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Gazania linearis",NA
"847",1075,"Festuca circummediterranea","","Festuca",2,"Festuca circummediterranea","Patzke","Festuca",2,"kew-414816",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Festuca circummediterranea",NA
"1188",1076,"Linum strictum","","Linum",2,"Linum strictum","L.","Linum",2,"kew-2347249",1,FALSE,0.8,0,NA,NA,NA,NA,"Linaceae",NA,"Linum strictum",NA
"193",1077,"Arctium lappa","","Arctium",2,"Arctium lappa","L.","Arctium",2,"gcc-52146",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Arctium lappa",NA
"968",1078,"Glycyrrhiza echinata","","Glycyrrhiza",2,"Glycyrrhiza echinata","L.","Glycyrrhiza",2,"ild-8836",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Glycyrrhiza echinata",NA
"1021",1079,"Hordeum bulbosum","","Hordeum",2,"Hordeum bulbosum","L.","Hordeum",2,"kew-419231",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Hordeum bulbosum",NA
"1228",1080,"Lycium barbarum","","Lycium",2,"Lycium barbarum","L.","Lycium",2,"kew-2499019",1,FALSE,0.8,0,NA,NA,NA,NA,"Solanaceae",NA,"Lycium barbarum",NA
"1933",1081,"Stevia rebaudiana","","Stevia",2,"Stevia rebaudiana","(Bertoni) Bertoni","Stevia",2,"gcc-103425",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Stevia rebaudiana",NA
"805",1082,"Eschscholzia californica","","Eschscholzia",2,"Eschscholzia californica","Cham.","Eschscholzia",2,"kew-2801972",1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Eschscholzia californica",NA
"2058",1083,"Valeriana officinalis","","Valeriana",2,"Valeriana officinalis","L.","Valeriana",2,"kew-2464616",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Valeriana officinalis",NA
"1148",1084,"Lavandula dentata","","Lavandula",2,"Lavandula dentata","L.","Lavandula",2,"kew-109005",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lavandula dentata",NA
"956",1085,"Ginkgo biloba","","Ginkgo",2,"Ginkgo biloba","L.","Ginkgo",2,"kew-334053",1,FALSE,0.8,0,NA,NA,NA,NA,"Ginkgoaceae",NA,"Ginkgo biloba",NA
"1078",1086,"Jasminum nudiflorum","","Jasminum",2,"Jasminum nudiflorum","Lindl.","Jasminum",2,"kew-351463",1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Jasminum nudiflorum",NA
"1951",1087,"Taraxacum officinale","","Taraxacum",2,"Taraxacum officinale","(L.) Weber ex F.H.Wigg.","Taraxacum",2,"gcc-1916",1,FALSE,0.8,0,NA,"Taraxacum campylodes","G.E.Haglund","gcc-49669","Compositae",NA,"Taraxacum campylodes",NA
"842",1088,"Fatsia japonica","","Fatsia",2,"Fatsia japonica","(Thunb.) Decne. & Planch.","Fatsia",2,"kew-84268",1,FALSE,0.8,0,NA,NA,NA,NA,"Araliaceae",NA,"Fatsia japonica",NA
"1008",1089,"Hieracium racemosum","","Hieracium",2,"Hieracium racemosum","Waldst. & Kit. ex Willd.","Hieracium",2,"gcc-99147",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Hieracium racemosum",NA
"1954",1090,"Taxus baccata","","Taxus",2,"Taxus baccata","L.","Taxus",2,"kew-2434158",1,FALSE,0.8,0,NA,NA,NA,NA,"Taxaceae",NA,"Taxus baccata",NA
"533",1091,"Cinnamomum camphora","","Cinnamomum",2,"Cinnamomum camphora","(L.) J.Presl","Cinnamomum",2,"kew-2721183",1,FALSE,0.8,0,NA,NA,NA,NA,"Lauraceae",NA,"Cinnamomum camphora",NA
"1773",1092,"Salvia canariensis","","Salvia",2,"Salvia canariensis","L.","Salvia",2,"kew-182249",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia canariensis",NA
"1775",1093,"Salvia confertiflora","","Salvia",2,"Salvia confertiflora","Pohl","Salvia",2,"kew-182420",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia confertiflora",NA
"1291",1094,"Menyanthes trifoliata","","Menyanthes",2,"Menyanthes trifoliata","L.","Menyanthes",2,"kew-2505977",1,FALSE,0.8,0,NA,NA,NA,NA,"Menyanthaceae",NA,"Menyanthes trifoliata",NA
"1891",1095,"Solidago virgaurea","","Solidago",2,"Solidago virgaurea","L.","Solidago",2,"gcc-44550",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Solidago virgaurea","Multiple results"
"1210",1096,"Lotus angustissimus","","Lotus",2,"Lotus angustissimus","L.","Lotus",2,"ild-7237",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lotus angustissimus",NA
"1356",1097,"Oenothera latipetala","","Oenothera",2,"Oenothera latipetala","(Soldano) Soldano","Oenothera",2,"kew-2900239",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Oenothera latipetala",NA
"1546",1098,"Polygala alpestris","","Polygala",2,"Polygala alpestris","Rchb.","Polygala",2,"kew-2565853",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygalaceae",NA,"Polygala alpestris",NA
"156",1099,"Anemone pavonina","","Anemone",2,"Anemone pavonina","Lam.","Anemone",2,"kew-2638563",1,FALSE,0.8,0,NA,"Anemone hortensis","L.","kew-2638287","Ranunculaceae",NA,"Anemone hortensis",NA
"1403",1100,"Ornithogalum exscapum","","Ornithogalum",2,"Ornithogalum exscapum","Ten.","Ornithogalum",2,"kew-282827",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Ornithogalum exscapum",NA
"1473",1101,"Petrorhagia dubia","","Petrorhagia",2,"Petrorhagia dubia","(Raf.) G.López & Romo","Petrorhagia",2,"kew-2409373",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Petrorhagia dubia",NA
"2127",1102,"Viola tricolor","","Viola",2,"Viola tricolor","L.","Viola",2,"kew-2461201",1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola tricolor",NA
"2075",1103,"Verbena bonariensis","","Verbena",2,"Verbena bonariensis","L.","Verbena",2,"kew-212118",1,FALSE,0.8,0,NA,NA,NA,NA,"Verbenaceae",NA,"Verbena bonariensis",NA
"542",1104,"Cistus tauricus","","Cistus",2,"Cistus tauricus","C.Presl","Cistus",2,"kew-2723689",1,FALSE,0.8,0,NA,"Cistus creticus ssp. eriocephalus","(Viv.) Greuter & Burdet","kew-2723345","Cistaceae",NA,"Cistus creticus",NA
"1368",1105,"Ophioglossum lusitanicum","","Ophioglossum",2,"Ophioglossum lusitanicum","L.","Ophioglossum",2,"tro-26602159",1,FALSE,0.8,0,NA,NA,NA,NA,"Ophioglossaceae",NA,"Ophioglossum lusitanicum",NA
"1557",1106,"Polypodium interjectum","","Polypodium",2,"Polypodium interjectum","Shivas","Polypodium",2,"tro-26600279",1,FALSE,0.8,0,NA,NA,NA,NA,"Polypodiaceae",NA,"Polypodium interjectum",NA
"1558",1107,"Polypodium vulgare","","Polypodium",2,"Polypodium vulgare","L.","Polypodium",2,"tro-26600283",1,FALSE,0.8,0,NA,NA,NA,NA,"Polypodiaceae",NA,"Polypodium vulgare",NA
"24",1108,"Aesculus hippocastanum","","Aesculus",2,"Aesculus hippocastanum","L.","Aesculus",2,"kew-2624517",1,FALSE,0.8,0,NA,NA,NA,NA,"Sapindaceae",NA,"Aesculus hippocastanum",NA
"1442",1109,"Paris quadrifolia","","Paris",2,"Paris quadrifolia","L.","Paris",2,"kew-283886",1,FALSE,0.8,0,NA,NA,NA,NA,"Melanthiaceae",NA,"Paris quadrifolia",NA
"463",1110,"Carthamus tinctorius","","Carthamus",2,"Carthamus tinctorius","L.","Carthamus",2,"gcc-123195",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Carthamus tinctorius",NA
"1595",1111,"Prunella laciniata","","Prunella",2,"Prunella laciniata","(L.) L.","Prunella",2,"kew-165975",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Prunella laciniata",NA
"1269",1112,"Melica ciliata","","Melica",2,"Melica ciliata","L.","Melica",2,"kew-423496",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Melica ciliata",NA
"169",1113,"Anthericum liliago","","Anthericum",2,"Anthericum liliago","L.","Anthericum",2,"kew-299496",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Anthericum liliago",NA
"588",1114,"Cotoneaster coriaceus","","Cotoneaster",2,"Cotoneaster coriaceus","Franch.","Cotoneaster",2,"rjp-1516",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Cotoneaster coriaceus",NA
"471",1115,"Celtis occidentalis","","Celtis",2,"Celtis occidentalis","L.","Celtis",2,"kew-2708380",1,FALSE,0.8,0,NA,NA,NA,NA,"Cannabaceae",NA,"Celtis occidentalis",NA
"1076",1116,"Jacobaea maritima","","Jacobaea",2,"Jacobaea maritima","(L.) Pelser & Meijden","Jacobaea",2,"gcc-31568",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Jacobaea maritima",NA
"1474",1117,"Petrorhagia nanteuilii","","Petrorhagia",2,"Petrorhagia nanteuilii","(Burnat) P.W.Ball & Heywood","Petrorhagia",2,"kew-2409396",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Petrorhagia nanteuilii",NA
"376",1118,"Carduus nutans","","Carduus",2,"Carduus nutans","L.","Carduus",2,"gcc-41225",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Carduus nutans",NA
"477",1119,"Centaurea jacea","","Centaurea",2,"Centaurea jacea","L.","Centaurea",2,"gcc-51717",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Centaurea jacea",NA
"1787",1120,"Santolina decumbens","","Santolina",2,"Santolina decumbens","Mill.","Santolina",2,"gcc-132713",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Santolina decumbens",NA
"821",1121,"Euphorbia flavicoma","","Euphorbia",2,"Euphorbia flavicoma","DC.","Euphorbia",2,"kew-79695",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia flavicoma",NA
"1388",1122,"Orchis militaris","","Orchis",2,"Orchis militaris","L.","Orchis",2,"kew-142900",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Orchis militaris",NA
"2035",1123,"Tuberaria guttata","","Tuberaria",2,"Tuberaria guttata","(L.) Fourr.","Tuberaria",2,"kew-2430836",1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Tuberaria guttata",NA
"2067",1124,"Verbascum boerhavii","","Verbascum",2,"Verbascum boerhavii","Pall.","Verbascum",2,"kew-2454368",1,FALSE,0.8,0,NA,NA,NA,NA,"Scrophulariaceae",NA,"Verbascum boerhavii","Multiple results"
"678",1125,"Daphne mezereum","","Daphne",2,"Daphne mezereum","L.","Daphne",2,"kew-2757105",1,FALSE,0.8,0,NA,NA,NA,NA,"Thymelaeaceae",NA,"Daphne mezereum",NA
"1107",1126,"Laburnum anagyroides","","Laburnum",2,"Laburnum anagyroides","Medik.","Laburnum",2,"ild-8863",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Laburnum anagyroides",NA
"274",1127,"Betula pubescens","","Betula",2,"Betula pubescens","Ehrh.","Betula",2,"kew-21636",1,FALSE,0.8,0,NA,NA,NA,NA,"Betulaceae",NA,"Betula pubescens",NA
"1476",1128,"Petrorhagia saxifraga","","Petrorhagia",2,"Petrorhagia saxifraga","(L.) Link","Petrorhagia",2,"kew-2409382",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Petrorhagia saxifraga",NA
"1994",1129,"Tragopogon pratensis","","Tragopogon",2,"Tragopogon pratensis","L.","Tragopogon",2,"gcc-36930",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tragopogon pratensis",NA
"1948",1130,"Tanacetum corymbosum","","Tanacetum",2,"Tanacetum corymbosum","(L.) Sch.Bip.","Tanacetum",2,"gcc-103006",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tanacetum corymbosum",NA
"259",1131,"Barbarea vulgaris","","Barbarea",2,"Barbarea vulgaris","R.Br.","Barbarea",2,"kew-2669712",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Barbarea vulgaris",NA
"1385",1132,"Orchis mascula","","Orchis",2,"Orchis mascula","(L.) L.","Orchis",2,"kew-142857",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Orchis mascula",NA
"2151",1133,"Mentha piperita","","Mentha",2,"Mentha X piperita","L.","Mentha",2,"kew-125188",1,FALSE,0.7,2,NA,NA,NA,NA,"Lamiaceae",NA,"Mentha X piperita",NA
"807",1134,"Eucalyptus globulus","","Eucalyptus",2,"Eucalyptus globulus","Labill.","Eucalyptus",2,"kew-73008",1,FALSE,0.8,0,NA,NA,NA,NA,"Myrtaceae",NA,"Eucalyptus globulus",NA
"1518",1135,"Pinus sylvestris","","Pinus",2,"Pinus sylvestris","L.","Pinus",2,"kew-2562297",1,FALSE,0.8,0,NA,NA,NA,NA,"Pinaceae",NA,"Pinus sylvestris",NA
"879",1136,"Frangula alnus","","Frangula",2,"Frangula alnus","Mill.","Frangula",2,"kew-2814031",1,FALSE,0.8,0,NA,NA,NA,NA,"Rhamnaceae",NA,"Frangula alnus",NA
"359",1137,"Cannabis sativa","","Cannabis",2,"Cannabis sativa","L.","Cannabis",2,"kew-2696480",1,FALSE,0.8,0,NA,NA,NA,NA,"Cannabaceae",NA,"Cannabis sativa",NA
"1408",1138,"Ornithogalum umbellatum","","Ornithogalum",2,"Ornithogalum umbellatum","L.","Ornithogalum",2,"kew-283298",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Ornithogalum umbellatum",NA
"431",1139,"Carex punctata","","Carex",2,"Carex punctata","Gaudin","Carex",2,"kew-230134",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex punctata",NA
"1938",1140,"Symphyotrichum lanceolatum","","Symphyotrichum",2,"Symphyotrichum lanceolatum","(Willd.) G.L.Nesom","Symphyotrichum",2,"gcc-112167",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Symphyotrichum lanceolatum",NA
"1805",1141,"Sclerochloa dura","","Sclerochloa",2,"Sclerochloa dura","(L.) P.Beauv.","Sclerochloa",2,"kew-441630",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Sclerochloa dura",NA
"826",1142,"Euphorbia maculata","","Euphorbia",2,"Euphorbia maculata","L.","Euphorbia",2,"kew-80720",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia maculata",NA
"1674",1143,"Rhamnus cathartica","","Rhamnus",2,"Rhamnus cathartica","L.","Rhamnus",2,"kew-2523018",1,FALSE,0.8,0,NA,NA,NA,NA,"Rhamnaceae",NA,"Rhamnus cathartica",NA
"1079",1144,"Juglans nigra","","Juglans",2,"Juglans nigra","L.","Juglans",2,"kew-2331834",1,FALSE,0.8,0,NA,NA,NA,NA,"Juglandaceae",NA,"Juglans nigra",NA
"1676",1145,"Rhus typhina","","Rhus",2,"Rhus typhina","L.","Rhus",2,"kew-2423458",1,FALSE,0.8,0,NA,NA,NA,NA,"Anacardiaceae",NA,"Rhus typhina",NA
"10",1146,"Achillea distans","","Achillea",2,"Achillea distans","Waldst. & Kit. ex Willd.","Achillea",2,"gcc-93527",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Achillea distans",NA
"583",1147,"Cosmos bipinnatus","","Cosmos",2,"Cosmos bipinnatus","Cav.","Cosmos",2,"gcc-23558",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Cosmos bipinnatus",NA
"369",1148,"Cardamine heptaphylla","","Cardamine",2,"Cardamine heptaphylla","(Vill.) O.E.Schulz","Cardamine",2,"kew-2699838",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Cardamine heptaphylla",NA
"1592",1149,"Primula veris","","Primula",2,"Primula veris","L.","Primula",2,"kew-2563733",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Primula veris",NA
"1511",1150,"Pinus halepensis","","Pinus",2,"Pinus halepensis","Mill.","Pinus",2,"kew-2561998",1,FALSE,0.8,0,NA,NA,NA,NA,"Pinaceae",NA,"Pinus halepensis",NA
"1177",1151,"Lilium bulbiferum","","Lilium",2,"Lilium bulbiferum","L.","Lilium",2,"kew-280683",1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Lilium bulbiferum",NA
"1949",1152,"Tanacetum parthenium","","Tanacetum",2,"Tanacetum parthenium","(L.) Sch.Bip.","Tanacetum",2,"gcc-36373",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tanacetum parthenium",NA
"515",1153,"Ceratostigma plumbaginoides","","Ceratostigma",2,"Ceratostigma plumbaginoides","Bunge","Ceratostigma",2,"kew-2711291",1,FALSE,0.8,0,NA,NA,NA,NA,"Plumbaginaceae",NA,"Ceratostigma plumbaginoides",NA
